x,y
1116.722900390625,573.9943237304688
1117.300048828125,566.8722534179688
1117.3001708984375,566.8718872070312
1117.72119140625,558.8389892578125
1113.4381103515625,544.72216796875
1115.1907958984375,538.3387451171875
1114.54443359375,527.7108764648438
1114.22509765625,527.326904296875
1114.167724609375,520.7552490234375
1112.35009765625,515.0791015625
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1115.405029296875,523.0018310546875
1116.2564697265625,528.8858642578125
1116.24853515625,528.8567504882812
1117.63427734375,538.95361328125
1118.98388671875,544.62890625
1119.541015625,546.3526000976562
1120.096435546875,548.9439697265625
1120.103271484375,548.9375
1122.4183349609375,551.2098999023438
1124.2918701171875,548.8243408203125
1126.8685302734375,549.009765625
1130.294189453125,550.5875244140625
1130.27880859375,550.5256958007812
1132.0308837890625,555.3444213867188
1133.8037109375,556.3932495117188
1139.508544921875,555.9865112304688
1141.6776123046875,554.6704711914062
1141.67529296875,554.6710205078125
1147.2041015625,556.1907348632812
1153.2242431640625,549.537109375
1154.69970703125,546.0855102539062
1159.64599609375,543.3724365234375
1159.646484375,543.3678588867188
1164.974853515625,539.3553466796875
1170.19384765625,534.5487670898438
,
,
1180.378662109375,518.5933837890625
1181.3526611328125,514.354736328125
1181.34765625,514.3379516601562
1181.325927734375,509.33056640625
1181.344482421875,509.33917236328125
1181.1279296875,506.34539794921875
1181.1351318359375,506.3525390625
1182.2591552734375,498.2513122558594
1184.4368896484375,493.5315246582031
1184.279296875,490.5700378417969
1184.85986328125,488.8327331542969
1184.8792724609375,488.7623291015625
1184.87744140625,488.759033203125
1184.87939453125,488.7680969238281
1186.7728271484375,488.839599609375
1187.098876953125,486.9774475097656
1187.09375,487.0199890136719
1187.093994140625,487.02020263671875
1187.080322265625,486.34112548828125
1187.069091796875,486.3186950683594
1185.563720703125,488.4756774902344
1187.136474609375,501.9251403808594
1187.1358642578125,501.926513671875
1199.6123046875,522.0675659179688
1196.614013671875,557.9843139648438
1191.4566650390625,582.1842651367188
1191.60302734375,587.7275390625
1191.878173828125,587.0224609375
1191.6524658203125,587.7647705078125
1191.75927734375,587.5462646484375
1191.8876953125,587.970947265625
1191.922119140625,588.1134643554688
1191.8843994140625,587.6326904296875
1191.977294921875,583.9452514648438
1191.6484375,561.9815673828125
1185.8741455078125,512.5772094726562
1185.88623046875,512.584716796875
1172.8499755859375,444.4566955566406
1155.936279296875,372.4501647949219
1130.0970458984375,306.195556640625
1105.98046875,257.836669921875
,
,
1064.5869140625,204.97274780273438
1059.85888671875,197.13134765625
,
1047.680419921875,198.33462524414062
1047.67822265625,198.33151245117188
1047.670654296875,198.32208251953125
1044.688720703125,208.0862274169922
1045.46142578125,243.12020874023438
,
,
,
1119.487060546875,421.3420715332031
1166.4119873046875,480.1657409667969
1166.3746337890625,480.1998596191406
1212.019287109375,525.6270141601562
1255.5594482421875,566.7035522460938
1268.009033203125,570.9064331054688
1268.009033203125,570.905517578125
1269.474609375,570.51953125
1269.4833984375,570.5640258789062
1269.8135986328125,561.370849609375
1266.25537109375,543.3905029296875
1266.298828125,543.4103393554688
1259.98486328125,514.0446166992188
1253.5830078125,491.7772521972656
,
1097.9224853515625,343.67559814453125
1097.923583984375,343.6769104003906
,
,
,
1251.4898681640625,485.84783935546875
1251.618896484375,486.4243469238281
1259.497314453125,512.3209838867188
1261.4268798828125,534.7353515625
1259.4169921875,550.313232421875
1259.8138427734375,560.6622314453125
1260.5045166015625,565.8162231445312
1260.503662109375,565.8116455078125
1259.989501953125,563.6441040039062
1259.22119140625,564.5423583984375
,
1263.2337646484375,505.8690490722656
1263.24462890625,505.8774108886719
1253.39892578125,435.21826171875
,
,
1090.064208984375,190.84063720703125
,
,
,
,
,
,
,
,
,
,
1014.3446655273438,378.006591796875
1014.11865234375,377.25421142578125
,
1086.003662109375,485.03009033203125
1133.1259765625,544.2814331054688
1173.8138427734375,586.370361328125
1196.50927734375,621.3541259765625
1196.542236328125,621.265869140625
1199.396728515625,664.4630126953125
1187.919921875,702.7593383789062
1161.82470703125,734.349609375
1139.492919921875,768.1126708984375
1139.495849609375,768.1226806640625
1123.4000244140625,787.877197265625
,
,
,
,
,
,
,
,
,
